pid,asr_text,asr_language,asr_char_count
POST00005566,"Okay guys, we're back. Did you miss us? Cause we missed you.",en,60
POST00005911,I have to get this out of me open Like my heart was once but now it's closing You were lost in a little on focus Well maybe you hoped I would notice,en,148
POST00004165,?] 밝은,ko,5
POST00004066,,ru,0
POST00005536,"This is a very, very simplified video on how dental implants are placed. What happens is first you drill into the bone to make room for the implant. Then they'll take the implant, gently screw it into the bone. It doesn't just slide in there. Once that's placed, sometimes they'll put a temporary tooth covering it while it heals. Then after about three to four months, after the bone has healed around the implant, they can put the permanent crown on.",en,452
POST00005149,,nn,0
POST00004085,"Asking my husband to make me my weird pregnancy cravings. You gotta get jolly rancher fruit roll ups. They have to be jolly rancher flavors. And then you need cotton candy grapes. You gotta wrap the jolly rancher fruit roll up in the cotton candy grape and you gotta put it in the freezer for five minutes so it gets a hard shell. How do I make fruit more sugary? Mmm. Cotton candy grapes. Grapes to fruit. Gotta be jolly rancher kind of, she said. Gotta be. Never opened me for 30 second, with this yellow piece of soap or kid. I guess that's now okay. Sometimes blob heat inside the environment and when it's fastλal, I just have to learn I've got ripe eating cravings to buy the fruit and so I put something to bank my nutrients throughout the process. Enjoy now. Yeah",en,771
POST00005278,You see this girl? She is beautiful.,en,36
POST00004446,수고하셨습니다,ko,7
POST00005538,1.5分 2.5分 2.5分 2.5分 2.5分 2.5分,nn,29
POST00004851,"If you're coming to Puket, do these four things. Number four, go explore the beaches. Puket has some of the best beaches in the world. This one is my favorite, it's called Freedom Beach. But to get there, you need to walk down a steep forest path, which is quite challenging. If you don't want to hike through a forest, come to Nihon Beach instead. Number three, go visit the Big Buddha. It is a massive Buddha statue at the highest point in Puket. And the view is incredible, especially at sunset. You can get some amazing photos here.",en,536
POST00004239,"Oh my goodness, I love this question of I think.",en,48
POST00005287,"According to urologist, the average time that someone pays within a 24-hour period is 6-7 times. It can be up to 10 times if you're on some type of diuretic for medication or if you drink a lot of water and have a lot of fruits and vegetables. Now for someone who frequently urnates or who sweat pours are stuck open which leads to excessive sweating. In national medicine, we say that this person has relaxed tissues. They have very damp tissues. And we are not going to just talk about the bladder and the kidney. We're talking about your entire bodily constitution. You have damp and relaxed tissues.",en,603
POST00004650,"I'm back, back Could I possibly be?''Let's see",en,46
POST00005958,"It's Christmas Eve, all believes that it is here, but once a year All girls and boys dream of new toys Soundly this leap wishes to keep Dreaming a link, come here, a sin rest",en,174
POST00005086,"Heyter, your perfumes look watered down. Not Arabian. US, does this look watered down to you? BTW there from Arabia.",en,116
POST00004943,Let me pop up rip me out of the box I'm a smelly shit Rip me out of chill I'm about to be smelly like Cheetos Dorito playing potato chip ladies potato chip. Yeah rip me out the box Let me pop off. Yeah fresh out the motherfucking potato chip bot. You already know you already know 20 count baby 20 count fresh out the box baby on National Sunday baby today is Sunday also known as National Sunday also,en,401
POST00004737,That the the Reg 급 the the the the,en,34
POST00005142,Watch to see my fav set of the week.,en,36
POST00005754,"I know it hurts you but I'm used to So I'm just here, so I'm just here I'm a warrior's god",en,90
POST00004641,Let's pack a lunch of my husband last night. We had some ravioli so I made a vodka cream sauce with some riz marinara sauce butter vodka parmesan cheese and heavy cream then I put in some of these adorable little four cheese ravioli's I topped it with some little smoky fingers that I sauteed till charred and I added some extra of the marinara sauce to give it a little bloody effect,en,384
POST00005453,"Bye Bye, Bye Subscribe to Vishnu Kacking",en,40
POST00004956,"Ha ha ha ha ha And behind the wheel Smokey scurries, dirt and sentiaries About your spine Shrieks go over, shock your soul Still you're doing tonight Smokey scurries, dirt and sentiaries Speak with such a speech Your shink and shiner is about to do these unbeachries We're so sorry, stand and trust on this understood Your body can't be the only one to socialize But I don't think we should Cause the kids can't be still and take shots But when you show this to me",en,464
POST00005636,,en,0
POST00004223,"Let's talk about the brand new cast for season 32 of Dancing with the Stars. I am so excited We have 14 brand new celebs. I'm gonna give you my predictions and opinions for all 14 of them and their pro couples And if you're new here, hi, my name is Nick and I make videos about Dancing with the Stars You should follow because I'm gonna do this every single week for every single episode of season 32 Let's start here We have Tyson Beckford and Jenna Johnson back. I think this is a great pairing. I think this makes sense for them I'm very excited. I don't know Tyson too too much So I don't know how he's gonna do But he's either gonna be one of those people that magically have like",en,685
POST00005899,"Alright, it's the end of the donut series. We're gonna stack all 24 and eat it all at one time. Let's just ride on this and go for it. We need to open the sunroof. Oh my god. Well, that's 24. This is how we do, baby! This is how we do it! I have a fire lady in these donuts right here. These donuts have definitely seen better days. I don't know if I could take my usual top to bottom bite, but uh, we'll try it.",en,412
POST00004789,It was good job. It was good again tomorrow. It was good job. It was good appearance. You're still good with head. Head. Boy. Okay. You want to roll right? That was definitely what you want to roll right? Boy look at that shoes. What you gonna roll with them DCs. Don't nobody wear them. Just no more boy. Why nobody wear them sometimes. Did you guys find that funny because of it? It wasn't funny. Okay. I thought it makes y'all a little trip. That's why you got a rock head boy. Big rock head. Bfather! 1,en,506
POST00005659,Welcome to another round of guess that blaze Blaze have looked very different before you fire them in the tell the color changes dramatically Guess what color this will be after you fired Hence it will not be great,en,214
POST00005882,"Yo, what's going on man? I noticed you have a cart full of toys can I ask what you're shopping for? My daughter's birthday today. Okay That's awesome every Christmas with way to go out and bless people so I was wondering if we could bless you today And I can help you. Yeah, yeah, so if I could give you this $2,000 that would let me know what to God of course take it we We like to see when people are out shopping for their kids Presence all that and give back to community when we can so God bless you $2,000",en,511
POST00004248,I can make it,en,13
POST00004032,"Okay guys, let me show you what a good wig looks like. This is one of my personal's, not on the lineup or anything like that. And this doesn't, I'm not wearing any glue. I just use the elastic band that comes with all your HD collection wigs. And look at how like free-flowing it is, you know? A sign of a good wig is when you actually don't have to hide your hairline. All my wigs have transparent knots. All my wigs are free part. You can part them anywhere. And it just makes you feel like it's your actual hair",en,514
POST00004880,Should I do the right posture? Right lift affects the chart. How about my posture?,en,82
POST00005347,Damn.,en,5
POST00004422,의사색 Grenade 그지밥도SToperation 좋아하니 passenger trip,ko,47
POST00004920,"Hey y'all, here is my kitchen restock for breakfast items this week. So I usually make about one loaf of bread every other day, but today I am making two loafs for French toast sticks. Next up is English muffins. I've only done this a few times, but it's always a family favorite. In fact, half of them were eaten before I could even finish filming for you guys. Also, quick head count for those who didn't know that English muffins were made in a skillet. I didn't know until about two years ago. I then made some air fryer French toast sticks to have in the freezer for the girls.",en,582
POST00004471,"I've spent over a year furnishing and decorating this apartment and these are the top five things that I wish I had known sooner. Number one is to take your time. It takes a lot of time to figure out your own personal style. It don't rush things, especially all at once. Number two is to splurge on key pieces but save on other ones. Picking shoes like what you actually want to spend your money on and lighting, sofa, I would say, are key pieces and then you can save on things like home decor, side tables, stuff like that. Tip number three is to buy secondhand.",en,564
POST00005223,"You've no idea what to get your man's holiday season here at Guy who doesn't know what to ask for. Here in Tiel find something in this gift guide so here's part one. He doesn't already have a great speaker system, he can't go wrong here. He lost my home pop pretty much every morning and it's always a highlight of my day. He's an Apple ecosystem guy, go with the home pop, if not, go for Sonos. If you really value aesthetics and have deep pockets, go for the transparent. Alright, let's talk for our grids since there are so many great options to choose from. But I absolutely love replica and la lava. A really thoughtful touch for either of these would be to pair them with a matching candle. Not something you typically think of but a fun rug would be a great gift. Hot take but every man's face.",en,801
POST00004972,"Nés cafe, nước cũng cafe Thêm ra, các nhân, đổ gọi Ngọng đúng yêu Thứ ngay",vi,74
POST00004753,"Because after all this time, I'm still into you I should be over on the butterflies, not into you I'm into it, and baby even I know it's nice I'm into it, I'm into it, let them wonder how we got this far Certain things are wonderful, you're out of nowhere",en,255
POST00005124,"Me, I guess I was a sureto kind But the place on the level Where the barren's hot And then the cover of the tutorial Oh, oh, oh Now I found the mirror And love you never fool me again Let's Christmas I'll get you my heart But I'm very next day You get it You can't do this, yeah",en,278
POST00005057,"Dima, Dima, Dima, a todo el lo que tu querías, yo soy finón, tu etapa de galería,",es,81
POST00004723,I used to roll the dice Feel the fear in my enemies eyes Listen as the crowd would sing Now the old king is dead Long live the king One minute I ha-,en,148
POST00004314,20 tieneiku 30 copia,jw,20
POST00005640,five two,en,8
POST00004994,This better be worth it.,en,24
POST00004122,oho 就是 Mundet,en,13
POST00004747,"Let's give my pink wig a wash and refresh. Finally taking these cute little braids out that Quinn did for me over six weeks ago, and I've just been wearing it like ever since then, and I'm finally going to give her a wash. She's had quite a lot of wears in the last six weeks. So I'm going to run some water and add in some shampoo to this sink, dipping my hair in and out gently, working the shampoo through with my hands, washing that out and doing it all over again, before doing it with...",en,493
POST00005171,Bad,en,3
POST00005960,But he didn't tell you never will Oh Oh Oh Oh Save your life Because you've only got one Because you've only got one,en,116
POST00005331,"Pugsley, sit in the chair. Why? So we can play again. How's Ice Boats tonight? Can't see in the future. I'm not a witch. Who? Well, I'd do dress like one. Hey. Oh, really? Well, then how did he get that swollen lip? He doesn't have a swollen lip. It's my hair too short. It looks the same. Pretty good, okay? It looks the same. Great. Thanks. Ah! Ah! Ah! Jesus! Fucking hug! I want to put you on!",en,396
POST00004963,"So, it is beyond the clouds. What is the weather first? Nine o'clock in the morning. Good. It's the next day, and now we have come together to our walk. A walk! We're sleeping! The moon will fall. The sun will rise. The moon will turn your early pay. I'm very happy. A walk! A walk! A walk!",en,290
POST00004048,To M,en,4
POST00004653,I'm dreaming of a wise Christmas. Just like the ones I used to know. Where the truth is.,en,88
POST00004635,cr eternalCir United,jw,20
POST00004570,"I got you point my six, my six, my six. I got my six, my six, my six, my six, my six.",en,85
POST00004341,"Three powerful supplements every woman needs to know about. For supplement number three, 70% of women in America are deficient in this supplement. If you're new to my channel, hi. My name is Robert Love. I'm a neuroscientist and I specialize in helping people prevent Alzheimer's disease with science. In this video, I'm going to share with you these three powerful supplements that every woman needs to know about and the brands that I take that I have found to be really high quality brands. So first, supplement number one, is when we could probably already all use...",en,571
POST00004186,J.SWd 커진,ko,8
POST00004757,"Creamy, marimie chicken. So, apparently if you mix someone with this recipe, they will want to maria, if you're plan on proposing any time soon, this might be the recipe for you. It's a slow cooker version, but fry your chicken and butter for one minute and then add to your slow cooker with sundry tomatoes, onion, herbs, all the ingredients that you need. I will include below. Give it a bath for eight hours on low and your slow cooker, add in some cream, and basil, get stuck in. Enjoy.",en,490
POST00005918,,en,0
POST00005660,"It's a huge summer season. It's a hot, healthy, healthy, healthy. Okay, we'll do our housework. Let's go, let's go. They don't have to do that. They don't have to watch this. Yeah. Thank you so much. Wish you...",en,211
POST00004936,"Because tonight will be the night that I will fall for you. And again, don't need me to change my mind.",en,103
POST00005676,多美食茶店谢谢我的风能不能比你闷风少啊压吧 你搞去吧对对你那次玩意就不错了是做的喜欢啊,zh,43
POST00005012,"And we're going to show you guys how to shop like a pro makeup artist does at Marshalls. I want to note that I always come on random days of the week at different times, sometimes it's the afternoon, sometimes it's the evening. Today in particular was a Wednesday evening. One of the first things I stumbled across was these Dr. Jard cryo rubber masks. I am obsessed with these. They literally make your skin so incredibly soft and I like to have them on hand in the fridge for myself. And they had a variety of different kinds. I've really only tried the hyaluronic acid.",en,572
POST00004038,間奪いたいけど一日気づくでしょう春髪キューブル doお引き出した音はなんか酸素です福名,ja,43
POST00004089,Waff crayon go Edelton speculate get an all,en,43
POST00005227,I You,en,5
POST00005206,"Bitch, you know I'm sexy. Oh, no, I'll just touch you. Bitch, you slow-can't get on my side. They're there because they know I'm the I-",en,135
POST00004319,"Hi, welcome to Starbucks. Yes, pumpkin is back. Can't you just feel the chill in the air? Let me guess, pumpkin spice latte. No, I had a feeling. Yeah, because you're actually foaming at them out. What would you like, pumpkin? Pumpkin? Did you want pumpkin? Did you all like it? Pumkin! Pumkin! Pumkin! Pumkin! Pumkin! Pumkin! Stay warm out there. This shouldn't be too hard! Pumpkin! Pumpkin! Which drinks my favorite? Um, well, they all taste like a Yankee Campbell. You want to be apple crisp? Good choice. Yeah, I can't think of anything more enticing than apple flavored coffee.",en,583
POST00004974,"Bitch, you know I'm sexy Ah, don't call just sexy Bitch, just slow-can't get on my speed They stare cuz they know I'm the I-T-G-I-R-O You know I am that girl Bitch, don't kiss and tell It's gonna be a T-O-I-T-G-I-R-O You know I am that girl Bitch, don't kiss and tell It's gonna be a T-O-I-R-O How you mad at me cuz I'm cut bitch How you mad at me cuz I'm butt shit The manager's all good, you ain't got shit Telling all that shit is for nothing, trance-",en,454
POST00005458,"I have over a hundred perfumes and these I'd be most complemented fragrances in my collection. These are the ones that just consistently have people stopping to ask what I'm wearing. For your love by Mees & Zerit is probably the most complemented scent in my collection. I don't think I've ever worn this out once and not have someone ask what I'm wearing. This is a gorgeous fluffy, ambery scent with a beautiful raspberry note. It does share some similarities with Bucca Rouge, but I much prefer it. I feel like it smells a little bit clean.",en,543
POST00004925,The hurricane Cachrina Here com the hurricane. Bitch Get come the hurricane bitch Hit to the hurricane bitch Hit minced to the hurricane bitch Ohhiisssss Katrina kachcina,en,170
POST00004375,REAMRAD HOURI 25. 25. 12. 12. 32. ON distraction. 24. Squeeze 30. 32. 24. 36. 32. 32.оч Tabii.,hi,94
POST00005717,"If that pulled up outside your house, you'd think, oh no, a drug dealer is here.",en,80
POST00004989,The greatest Get up your way,en,28
POST00004110,Warm pillowy soft dough piled on with powdered sugar sounds pretty good to me and I have the easiest recipe for you So you can make it out home yourself. Let's get into it first We combine our yeast and our water cover that and let it rest for 10 minutes and then we're gonna add our milk sugar vanilla egg and our melted butter Stir that then we're gonna throw in all our flour and give it a good little Folding dump the dough onto a floured surface I'm gonna knead it for around five minutes And then I'm gonna put it in a oiled bowl and let it rest until it doubles,en,568
POST00004236,I can't be the only one who hears you Here's falling down the barge,en,67
POST00004991,Let's do my taxes how we give So we have all of the confetti paper here. I got the cups from Amazon and then these everything is from Amazon Accept the candy and the spiders. We're gonna put a little bit of cream on the bottom Make sure everything goes down My favorite,en,269
POST00004500,I am not a jack of landlock. Remain she makes uses a few women. heheheheheh,en,75
POST00004694,Imagine the day they see you again. And you are just... Well... Better.,en,71
POST00005433,,en,0
POST00004388,المطعم دتحدين يؤلّن أنهم معنظوم أحلى بروس تحكولها فمص فطلان على فرع جمع روحطة بالفقهرة وهم كمان عن دوم فرعين في الأمروط فاتلع عن دوم عدات إندور وأو الدور بس أكتر حاجة جبتنيها الخيمة العرب أنا بأصفاً كتراحة جراب الكبسة ومندي من عن دوم بس تحديوني لننجراب البروس وفي ألان الأحجام حلوة الفراخة نبيفة جداً وتبلاً متشبعة جوة الفراخة واسئة اذا الناس تعرف؟ في فرع مابيني بروس في فرع مابيني حياتي لزيخي Fc لو حدي أرى بروس توزك واطع موراب من الأبنة أكترحي لهم مابينيز بالاستقر,ar,466
POST00005446,"If you have a really hard time putting an outfit together or you get really overwhelmed looking at your closet every single day, this video is for you. I'm about to spell the formula to always creating a good outfit with zero to little stress. First things first, stop taking yourself so seriously. You can experiment as much as you want to in your room and no one's gonna see it. You know what I mean? Like, let's just like, take a breath and release all of the sounds that are trapped in your mind. AHHHHHHHHHHHHH Secondable, it is really hard to it.",en,552
POST00005545,"Music Hold on your back Grab it, it's all in my bag",en,51
POST00005968,"And if you ever change your tune, all the world's got the best of you. You can always find me where these guys are.",en,115
POST00004658,Book is Powered,en,15
POST00005088,Back it up back it up back it up,en,32
POST00004545,"My mommy said your breasts, thanks. She said what? My mommy said your breasts, thanks. It's not that bad. I mean, on the first day, I ate garlic, so maybe that's what it was. Wait, what else did she say? I'm so sorry. I forgot to tell you. Make yourself at home. Do you need anything? We've got men's, water, men's. Anything you need. We have mouthwash in the restroom. Make yourself at home, OK? I told you so. Look. Oh, hi.",en,425
POST00005585,Y solo miráme con esos ojos lindos Que con eso yo estoy bien Voy a vuelvan a hacer Y solo miráme con esos ojos lindos Que con eso ya estoy bien,es,143
POST00004489,"Mommy! Yes, love? If you could get one thing for the rest of your life, what would it be? Oh, noodles for sure. Mommy's donut. Donuts are pretty good. Can I have some for dessert? I'll tell you what, I can make you something even better. First, we're going to slice up our apple into thin slices. Well, that's a big knife. Yeah, you've got to be careful. I'm going to take...",en,375
POST00004560,"Every time somebody dies by suicide, the reaction should not just be while we need to increase access to mental health treatment. Because suicide prevention is so much more than that. Suicide prevention is housing. Suicide prevention is a livable wage. Suicide prevention is affordable childcare. Suicide prevention is substance use harm reduction. Suicide prevention is a livable wage. Suicide prevention is affordable. Suicide prevention is affordable. Suicide prevention is affordable.",en,488
POST00004640,"These are the perfumes that I reach for when I just want to smell clean and refreshed, maybe shampoo-like, soapy or like a luxurious resort. This is one of my favorite scent categories, so I have so many perfumes to talk about. Ginger by Centronk. I discovered this because of yogi, and it really is just so good. There's ginger, green tea, bamboo, violet, orus. I'd say you get more of that freshness in the opening, although it's not a super intense ginger. It's more on the soft side. Then as it dries down, you get this very, very...",en,537
POST00004839,1.5% deurice 1.5% deurice 1.5% deurice 1.5% deurice 1.5% deurice 1.5% deurice 1.5% deurice 1.5% deurice,nn,103
POST00005707,do not get me started with how I feel about education and politics because I feel like there is a correlation as to why we haven't done a little bit more for educators and education as it relates to politics because you know if I can't re-well I can't reason well nor can I critically think and you can easily feed me information right the information you want me to have because I can,en,385
POST00004926,"My bail, which means to get me out, was set at $6,000. While Sam's was $2,000, I finally hear the deputy call my name and say, co-wrong, you're getting bailed out by Sam.",en,170
POST00005863,,en,0
POST00004668,Ha ha ha ha At the Halloween Smokey's never-restart Sentient shivers Now your smile Shrieks go for shock So slow you're going tonight Smokey's never-restart Speak with such a screech Your shink and shiver Is a prize You do these on this street We're so sorry Sentient your soulness Understand Your body You only want to socialize But I don't think we should Because smokey's never-restart Shivest dreams,en,403
POST00004795,The day he left me was the day that I died. Then it was before. As a witch.,en,75
POST00004663,"I just got a silk press and I'm taking my hair out of a wrap. I know y'all know the feeling. Okay, this hair growth oil I've been using got my hair growing so long, y'all. I just had to show y'all.",en,197
POST00005698,You look lonely I can't fix it now,en,34
POST00005313,MUSIC,en,5
POST00004104,Every time I walk past your house in the rain I tell myself that you are the biggest mistake With just nothing,en,110
POST00005796,30g 對ig 5g  access 8g 毒年,nn,24
POST00005225,celebs,en,6
POST00005443,You,en,3
POST00004119,"Here's how to make a perfect matcha latte every time. 3 key things. Use a high-quality matcha and make sure you sift it. Also, don't use boiling water. 80 degrees Celsius is okay. Now, assemble it, add some ice and half a cup of milk, and then top off with your matcha shot.",en,274
POST00005749,"Are you still trying to figure out what to get your holistic wellness girlfriend for Christmas? You came to the right place. I guarantee you will find something she will love in this gift guide. Maybe your girlfriend is a cozy girl. She likes to be inside with herself journaling. Let's set the vibe. The first thing we're gonna do is light some candles, but we don't want the ones that have all these chemicals in the air that are bad for us to breathe in and for our pets to breathe in. So let's go ahead and do some soy wax candles that are naturally fragrance with essential oils. Now it's warm.",en,599
POST00004740,Whoooo Etc,en,10
POST00004211,"I'm back to rap, like I can Take a muscle, play on me And put the stage to the scene Got the last pop, the olds who love it And V now, make it safe Oh, I don't even do the rock Can't compete with him, can I play with him You're a rock, back and face And I never know the brother who can do the kick Can't stand out, back For lots of room, I got a crony kick And there's a wish to go",en,382
POST00004882,"Easy way to make your sweaters look more elevated is this one simple hack. This works best with a crew neck sweater or a V neck sweater or even a cardigan. You're going to take a basic white t-shirt you can do long sleeve or short sleeve. You're going to layer it underneath the sweater. Adding the layering underneath helps to really bring out some dimension in the sweater. I just feel like it looks more styled. Here's an example of wearing the sweater without the t-shirt underneath and it's fine. But as you can see, once I add the layered t-shirt, I feel like it kind of just completes the outfit.",en,603
POST00004468,Oh Get ready with me. Viralco. I can't see anything. How is Hoko literally today and tomorrow? We have to get up. I'm so excited Hold my hair last night. It doesn't look too bad. We'll just have to fix the cool pieces I think I'm gonna do my makeup first because I have so much to do with my hair and like my outfit. So yeah Oh,en,327
POST00004897,"It energy made this one Fuck shit man Stop saying for me I got out the next day man That's a broke problem I was not seeing the heaven shit he was doing shimlish They caught me out in the brancid with the control subs In the sand till I'm proving guilty I don't know nothing Couldn't stop the road running and hit me walking next to that Certified to show me how to break a brick we sense this Where if I'm locked up, make sure that you're at pay All my men's around me fresh like next year we in 10th grade Must they hear I signed a spot of sugar to attend that Try to be heroic, not even Tony Stark getting",en,608
POST00005521,Your love's got the eye baby girl I'm addicted and I'm never coming down,en,72
POST00004869,Let us feed the whole,en,21
POST00004843,"Grab your frustration, it's all so real Give it so you know you're feeling on the inside It's moving your mind, it's moving up inside Where is the pocket just in your mind? I close your eyes",en,190
POST00005120,"Realiza este hermoso diseño fácil y rápido para principiantes y con lo que tenemos en casa. Con este lindo es malterrojo, vamos a trazar esta línea en medio y sobre ella vamos a dibujar nuestras flores con un clip. Luego con un palito de durasno, hacemos estos pequeños puntos para un resultado más hermoso. Y así de fácil puedes tener un nuevo diseño en tus uñas sin ser una experta. Obtento certificado e inscríbete en nuestro curso en el link de mi perfil.",es,459
POST00005559,"I just wanted to buy a sign Yeah We can do this baby all night Why? I want to know why You can't ask Yeah, I want you baby So, yeah, that's right to be loud I don't think you know No more jokes, that'll be the year we got you on I know, yeah, I'm already",en,254
POST00004278,Diling this glimeless weight from Amazon,en,40
POST00004966,Good morning everybody. I've woken up on the wrong side of the bed this morning. I'll be spicy till midday and then mild into the afternoon.,en,140
POST00004700,,en,0
POST00004064,Welcome back to my Halloween food series. These edible eyeball coconut rum jello shots look so realistic you'll have so much fun watching your guest Fridays. To a pot add 3 quarters of a cup of coconut milk and 2 envelopes of nox gelatin. Mix together and wait 5 minutes to allow the gelatin to bloom. Turn on the heat and warm until all the gelatin has dissolved. Remove from heat then add 3 quarters of a cup of cream of coconut and 1 full cup of malabu coconut rum. Mix together and set aside. For your mold use 1 1 1 1-inch diameter round spheres optional but I'm sniping the top for easier release. Pour the liquid in your mold.,en,633
POST00004456,This is a hundred percent your look Connie baby.,en,48
POST00005085,"Again, he's such an important part of this football team. The player, the person, the leader, the cap you make in face is maybe. We never, and she'd been waiting for this moment since last year's NFC Championship game. I didn't let her come last time. They're our stages of his career. When you get to the later stages of career, it's again, it's about his maintenance. They're third in 21 now. It puts them to get better each day. When you're truly in that mindset and you're willing to.",en,488
POST00004130,Have you seen that pumpkin chicken challenge? Because that's totally what we're gonna do. This was an office chair. Oh! And now she's a pumpkin stand. The plan is to have my chickens carve me some jackal and earth. According to the videos I've seen I have to get her started. We're using a vegetable peeler because the pumpkins are vegetable and it just makes sense. This is for you! I can already tell that this is gonna be a success. The taste like pumpkin.,en,459
POST00004847,"te mostro como regle a la novia más natural que maquillado en toda mi carrera. Primero que nada, limpieza y preparación. Para los ojos utilicé estas brochas de cienless fury, estas para difuminar. Y este look de ojos va a ser tonorrositas muy naturales. Ella no creo utilizar pestañas postizas, así que ella literal me dijo que si no sabe maquillada, mejor. Uno puede pensar que un maquillaje natural es mucho más sencillo, pero esto lo contrario tienes que ser super cuidadoso con cada detalle. Y se veas.",es,506
POST00004856,"Hicimos el reto de las fotos de Calabaza y salió mal. Lo primero es que yo no se veía que tenía que ser Calabaza tan grandes. Y lo segundo es que no supimos hacerle bien y lo vio en la parte de abajo. Eso si sacarle todo el relleno a mí no me gustó nada, porque se siente bien feito en tus manos. ¡Ay! Es una sensación muy extraña. Pero hay que hacerlo y hay que hacerlo bien si quieres meter tu cabeza ahí. Ya le te digo que no lo hicimos bien, porque ahora que nos quisimos poner las calabases, pues no nos entraban entonces tú dices que se le un agujero más grande y luego nos quedaron como deshombrero. Así que voluamos al paso.",es,632
POST00004669,"Let me put you on into this home decorating hack that you might have not known. Go to the art section of Rostres for Les typically in the back corners of the store and you'll find some great options with even better prices. This abstract art was just $60 such a steal. The other one was less than 20 bucks. If you just want art to fill your home or you're trying to create a gallery wall, this is a great place to start.",en,420
POST00004916,"A few months ago I posted this craft night video, which you guys seem to really like. So here's another low-cost craft night idea that you can do with your friends. Well, I'm back in New York City once again, and it's time for another craft night. This time we decided to play around with some Perler Beats, and yes, these are the same plastic beads that you probably made shitty pixel art with in elementary school. But really all you need for this are these boards, and some Perler Beats, an iron, and some wax paper. And sometimes the wax paper also comes with the boards, but then from there it's pretty straightforward. You take your boards, you lay your beads out. If you have big...",en,689
POST00004172,2 サービス,jw,6
POST00004982,"My hometown in Illinois has very few exciting things, but this is one of the palms freaking far. I look forward to coming here when I visit. Oh, excuse me buddy. These are the star of the show. Actually the best donuts ever. Oh, got these. Now the caramel apples. Actually the best things ever. This is popcorn. I make this all the time with the coolest thing ever. Hey, look at all the pies. Cookies, cake pops. The pasta salad is so good. There's muffins. This apple slice is amazing. Tree is already gonna get this salsa.",en,524
POST00004071,お千早焼けThen rélaw把握 Jaewater apprenticeship I want you to help me We need help lord Gold Private,nn,94
POST00004790,"Where do you guys think of being for Halloween? I've been thinking like probably Spider-Man What are you sure? Yeah, don't you want to be something cute? Like you can be something hot, you know, cuz it's Halloween. Oh No, no, no, no, no, like sexy sexy spider-Man sexy spider-Man Okay, I literally almost had a heart attack when she's a spider-Man like I was like oh my god That'll be really cute like that's gonna be so you yeah like this year I'm thinking I wanted to think just like some more different and unique and like unexpected So I'm thinking probably Wednesday Adams like just cuz she's like",en,602
POST00005818,"I don't see this enough and daily times you need to start glazing yourself. Pause. Wait. Listen. Let me say it again. You need to start glazing yourself. Like, whoa, bro, it's weird. You're weird. You glazed yourself on a daily basis like me. My literal wallpaper on my PC is myself. You get more confidence, more confidence, and you get more confidence. Confidence is key when you, anything in life. When you talk to a girl, when you talk to a dude, a gay girl or a gay dude. You really need to...",en,498
POST00004543,빠찌 탱탱 zum 상담에,ko,13
POST00004008,"My heart for you You slim, you I don't know if I can take it now Whenever, and you will turn your lights and That's your king we might be That's a했는데 love I know you too You know what I'm thinking Sweet and your eyes you hate that you want me I know you want me I don't like it",ko,277
POST00005100,"Hello, I'm Shelley DeVar.",en,25
POST00005975,Theme music and ceiless,en,23
POST00004057,"Yeah, fucking I be a- What's up fucking I be a- Rockin I be a- Rockin Yes Rockin' right Rockin' left Rockin' right Rockin' left Rock Left Right Left Right Left Right Left Right Right It's too good It's too good Staying in my studio, just-",en,238
POST00005794,But it's over Then you drive and you home And you kinda come down And so get up to go You kiss me And you call me and feel like it's done I've been only a few years before But it's not a feeling And you don't exist And you never come for us I have our own skits Yeah,en,266
POST00005196,يجب أن أخ Dankeesta,ar,19
POST00004480,"a trabajar lo que es un poquito la cabeza y el cabello de la parte de trazo en los hondros donde cargaba, donde les tres las placitas que voy a utilizar son de la narva pectoral y todos los ensinos de la plantilla de las las las de las se los son los prender aquí grabando sir vamos a seguir directo",es,299
POST00004184,を取り�めました冷夜時の累積完エナ streets江沢いつもdor pi 4,nn,38
POST00004622,,nn,0
POST00004752,"Dolly Parton just opened her new heart song, lodge and resort in Pigeon, Forge, Tennessee. It has a massive lobby with an amazing fireplace with two outs on it, but Dolly Parton, as a little girl, there are Dolly Parton quotes around the resort. As we go outside to explore, there's a kid's playground with a climbing wall, an area for them to play outdoor instruments, a massive outdoor heated pool with a waterfall",en,416
POST00004404,"Good morning, New Yorkers! Would you call another vehicle to stay here in the city? Come out, just start a song out here, tip your state in the behind for eight.",en,161
POST00005140,"Instead of losing weight, think about gaining strength, power, and resilience. Instead of losing inches around your waist, think about gaining longevity and quality of life. Instead of trying to get rid of cellulites, think about trying to build confidence and self-respect. Your fitness journey should not be about everything you're trying to lose, because it's actually about everything you stand to gain. When you make that mental shift, you start to enjoy the process. Shift your foot.",en,489
POST00005672,I couldn't sleep at 8 p.m. And send a text to your DM Buy only for your fucking air To runny for your fucking air You ranny night and shoved away So I bought you another pair Girl I got you another dress So bring you a S up by my stands a buy you a shirt because,en,262
POST00005004,Said it was positive then to visit on catchespeda beer from my father Laura,en,75
POST00004517,Ô~~~ 오을 sogarlinesình,ko,21
