pid,ocr_text,ocr_raw_text_count
POST00005488,,0
POST00004060,,0
POST00004724,my morning routine looks like this | DA | CAN | myprotein shake | icould wake up sad | that is backed up bydiscipline,117
POST00004408,My Top 3 | K-Beauty | Products | Anua Heartleaf | 77% Soothing | Toner | BeautyOfJoseon | Glow Deep Serum | Isntree Mugwort | Calming Clay Mask,143
POST00004544,"Peter Walsh on | decluttering | OR WORSE | STILL, | IN THE SHED | Now.",70
POST00005436,When I'm studying for | finals | When I'm studying for | finals | When I'm studying for | finals | When I'm studying for | finals,129
POST00005302,The Designer | The Designer | The Designs | The Designs,55
POST00005346,Howtostyleupan | essentialshoodie | Howtostyleupan | essentialshoodie | tiehair up in | highpony | Howtostyleupan | essentialshoodie | 口口 | aMowtostyleupan | essentialshoodie | ESSENTAL,185
POST00005063,Things to put on | your Christmas wish | list | (Boys | 13-16) | Nike dunks | Guitar | Funko pops,97
POST00005431,Dollar Tree DIY | Christmas Decor | SEASON'SCHEER | PLUS! | 1OYDJUMBOROLL | VELVETRIBBON | 2×360in(5.08×914.4cm) | Dollar Tree DIY | Christmas Decor | @MakeltWithMicah,167
POST00005915,zQuesignifica sep | Face Card? | Quesignifica ser | Face Card? | Quesignifica ser | Face Card? | Quesignifica sep | Face Card?,126
POST00004556,....9 | decoden with me: | elegant keroppi<3 | decofxiry | decofxiry | decofxiry | decofxiry,92
POST00005275,$140 WAS | WORTH IT! | Full Episode | on | Youtube | We go to Journey! :),73
POST00004203,,0
POST00005927,296 | 285 | 255 | 40 | NW | pov You damage the | boss | 296 | 285 | 255 | 40 | NW | pov You damage the | boss | 296 | 285 | 255 | 40 | NW | pov You damage the | boss | 296 | 285 | 255 | 40 | NW | pov You damage the | boss,221
POST00005176,the perfect lipgloss for | Winter | the perfect lipgloss for | winter | the perfect lipgloss for | Winter | the perfect lipgloss fo1 | winter,141
POST00004718,Te saluda una Guatemalteca | Desde Nashville Tennessee | Te saluda una Guatemalteca | Desde Nashville Tennessee | Te saluda una Guatemalteca | Desde Nashville Tennessee | Te saluda una Guatemalteca | Desde Nashville Tennessee,225
POST00005770,"L0X-5V=55 | -10x+8y=-52 | 10X-5y:56 | Ox+3y=3 | 5X-4=21 | Fromthe productof thematrix | asked for doesn't exist): | A13=8 = 0(-b)+ -3 | Aa=docsrtexis | A22= 40 = -3(0 | T0 | -341 | L-3 | Solvethe | Ruck this! | Solve the following qua | +b×+c""d | -10x+8y=-52 | 10x-5y:55 | Ox+3y""3 | 5X-4=2 | From the product ofthematrix mu | askedfordoesn'texist): | A13=8=0(-6)- | A31=do | A22=40= | -3 | 41 | -3-50l | 19 | Solve the followin | Fuck Hhis | Solve the following | +b×+c=0 | 10X-5y: | 5x-4 | Ox+3y= 3 | From the product of the matrix mu | askedfordoesn'texist): | A13=8 = 0(-b)+ -3(0) + | A31=dlocsntexist | A22=40= -3(0)+ -5(-2 | -3 | [-3-5 | 19 | Solvethefollow | Solve the followin | -10x+8y=-52 | 10X-5y-55 | Ox+3y: 3 | From the product of thematrix multiplication seen | asked for doesn't exist): | A13=8= 0(-6)+ -3(0) + 4(2) | A31=docsntexist | A22=40=-3(0)+-5(-2)+0(-7) | T0-3 | 14-80 | -7 | L-3-5 | L9 | Solve the following quadratic equation b | Hhis. | Solvethefollowing quadratic | 2+b×+c""d | ax",1005
POST00005205,,0
POST00005905,,0
POST00005856,"Upgrade Your Shower Routine | EXFOLIATING101 | siliconescrubbingbrush | buffsinproducts,highlyefficient,helpscentsclingtoyou | whichilovetousetobuffin | productswhilstexfoliating | myskin | drybrush | beforeshower,increasesbloodflow,promotescellturnover | you literallydoitbeforeyou | getintheshower | 9V00 | thankme later",322
POST00004326,,0
POST00005934,"This is your sign to go to | your nearest craft store, | buy clay,anda $1 mug. | Perfect Girls Night. | XOXO",108
POST00004036,,0
POST00004762,,0
POST00004929,BOCHT | Jake Paul with | Jutta after her race | Jake Paul with | Jutta after her race | Jake Paul with | Jutta after her race | Jake Paul with | Jutta after her race,165
POST00004915,"POV: You bought the viral | Christmas tree, and it exceeds all of | yourexpectations. | I had the hard job. | COL | CHANC | ICOMMENTLINK | TO SHOP",146
POST00004039,ictured Rocks National Lakeshore | Places in the | Midwest | You Didn't Know | Existed,86
POST00005874,andwhenIpostmywhatIeat | inadayvideo | noamlgonnatell youthat | thereare244genes | Sh!t,87
POST00005026,NAOAM | DWA OAN,15
POST00005596,SPA WEEKEND | MACAROON | Gift guide | For mums | SPA WEEKEND | COCONUT | MACAROON | Gift guide | For mums | BRUNCH | SPA WEEKEND | axtr sn | COCONUT | MACAROON | Gift guide | For mums | BRUNCH | OUAI | MOM | hans | Chesebeaed,225
POST00004623,matcha glaze,12
POST00004631,"HalloweenCostumes.com | HALLO | 88985138991 | HALLOWEEN25FTMICHAELMYERS | SKU#-FUN6219LAgeGrade-14+ | INFLATABLE | MadeinChina | Batch#-MH072023-41888 | FUN | PUNcom | Nerth Markato,MN.56003 | RNe 1232T9 | or prpoen owy | Surprising Lily with a | 25 FOOT Michael Myers | inflatable!! | Hallowe | (you won't believehowbig he | ( s! | Size | ST | SKU:F",350
POST00005338,Menot knowing whaty'all | talkinboutcuzigotgrey | cabinets | Me notknowing what y'all | talkinbout cuzIgotgrey | cabinets | Menotknowing what y'all | talkinbout cuzIgotgrey | cabinets | Me not knowing what y'all | talkinbout cuzIgotgrey | cabinets,247
POST00004888,cuma ini masih di sekitaran | juga kan,38
POST00005423,THIS IS ALL THE KIDS ASKED FOR FOR | CHRISTMAS | 16 years old | Malik | House Shos | PJPants | Hoosres(zipup houliey) | Tke Maie Rnnner Seres | (Book) | Atlasve +he Wurly | zip up hoodies | 9 years old | Robuk | Pokemo Carls | ar+hatLohopen | uen | Pokemon cards a watch,270
POST00005817,,0
POST00004466,Let's Go Foraging | Linden Seeds | Chocolate substitute | the perfect local chocolate | alternative | Nettle Seeds | Energy boost + Cheerful | poow | that will be extremely useful | Apples | Laxative,199
POST00005573,mathersgr,9
POST00005391,Replytomae3.199723's | comment | pwede po ba sa bf | MIUUIG | Replytomae3.199723's | comment | pwede po ba sa bf | MAPALMIBOAM | Replytomae3.199723's | comment | pwede po ba sa bf | iiiwow | MIUUIG,197
POST00004976,,0
POST00004282,STORYTIME: | Bride booked me | 48hrsbefore | wedding,52
POST00005566,,0
POST00005911,POV: you bought a | phonecase from my brand | and wasn't disappointed | POV: you bought a | phonecase from my brand | and wasn't disappointed | POV: you boughta | phonecase from my brand | and wasn't disappointed | POV: you bought a | phonecase from my brand | and wasn't disappointed,284
POST00004165,WAVOBIR,7
POST00004066,,0
POST00005536,SUBSCRIBE | lant | re | then they'll take the | implant | SUBSCRIBE | blant | covering it while it heals | SUBSCRIBE | lant | they can put the | permanent crown | on,165
POST00005149,Satistying Lips | ASMR Satisfying Eating | Crunchy&Soft Foods | Satistyimg Lps | ASMR Satisfying Eating | Crunchy&SoftFoods | ASMR Satisfying Eating | Crunchy&Soft Foods | ASMR Satisfying Eating | Crunchy&SoftFoods,214
POST00004085,asking my husband to | make me my weird | pregnancy cravings,60
POST00005278,,0
POST00004446,flew 7hrs across the country | Showing your 9yr old why y'all | flew 7hrs across the country | TOOTBUS | HOP-ON | HOP-OFF | LONDO | Showing yf aawh yall | flew 7hrs across the country | Showing your gyr ld why y'all | flew 7hrs across the country,246
POST00005538,Wild Ross | 思魔意生活 | engonn | ecoco | Ccoco | dn,47
POST00004851,Do these 4 things in | Phuket | it is amassive Buddha | statue at the highest | point in Phuket | WELCOME | TO | #1BanglaRoad | GBEACH | HA LAND | ang | TATTO0 | TOO | and No. 1 you knewit | was coming | WELCOME | TO | BEACH | ALAND | FOLLOW | TATTOO | TOO | follow for more content,282
POST00004239,"PAUL | depuis1889 | ""wanna find a cute cafe | and grab a coffee?"" | ""wanna find a cute cafe | and grab a coffee?"" | ""wanna find a cute café | and grab a coffee?"" | ""wanna find a cute cafe | and grab a coffee?"" | RAUL | depuis1889",229
POST00005287,Do you Pee | frequently? | @neequa_09 | Do you wake up | Ina pool of sweat? | dryness which is a result of | overly relaxed tissues... so | the way to reverse that | astringent herbs have the | abilityto,203
POST00004650,"""No I won't be jealous seeing | Jenna dance with someone | else on DWTs"".. | ""No I won't be jealous seeing | Jenna dance with someone | else on DWTS"". | ""No I won't be jealous seeing | Jenna dance with someone | else on DWTs""...",228
POST00005958,,0
POST00005086,HATER: YOUR PERFUMES | LOOK WATERED DOWN | NOT ARABIAN | US: DOES THIS LOOK | WATERED DOWN TO YOU | B.T.W THEY'RE FROM ARABIA,125
POST00004943,SHVITOMEEN WIX,14
POST00004737,VEGASSTRONGER | Alight Motion | CNURMAGOMEDOV | UFC 4:52 | OMCGREGOR | Alight Motion | UFC | 4:45 | DMCGREGOR | Atight Motion | UFC | CONUr- | NURMAGOMEDOV | UFC 4:38 | OMCGREGOR | Alight Motion,194
POST00005142,watch to see my fave set | of the week | watch to see my fave set | oftheweek,77
POST00005754,,0
POST00004641,,0
POST00005453,SEKONDA | SEKONDA,17
POST00004956,How to Make a Skull | Sandwich Lunch For | Halloween | Fill eyesand nosewith | black olives and the inside | with yourfavorite | sandwich fillings,146
POST00005636,"daniellakaragach35m | Minutes beforegoinglive... | the fact that dani was in | pain before the finale... | If youknow me, you know I'm deathly afraid of needles.I couldn't | stand the pain and Dr. Z came through and gave me some shots to | numb my ankles. It was the only way I could get through the finale | daniellakaragach35m | Minutes beforegoinglive... | the fact that dani was in | pain before the finale... | If you know me, you know I'm deathly afraid of needles. I couldn't | stand the pain and Dr. Z came through and gave me some shots to | numb my ankles.It was the onlywayI could get through the finale. | ..and then proceeded to | give us the best freestyle | with insane footwork",693
POST00004223,"DWTS32 | PREVEW | Cast Reveal! | da | with | the | Xochitl Gomez and Val | Chmerkovskiy, a two-time Mirror | Ball champion | Jamie Lynn Spears and Alan | Bersten, a one-time Mirrorball | champion | EXCLUSIVE | Entertainmen | FAL | PREVTEW | dancing | with | stars | the | LIVE | abo | DisNEp+ | NEXT DAY ON | TUESSEPT268/7c | hulu",330
POST00005899,24 donuts at a time,19
POST00004789,That one friend in the group | that everybody be glazing: | That one friend in the group | that everybody be glazing: | That one friend in the group | that everybody be glazing: | That one friend in the group | that everybody be glazing:,237
POST00005659,Welcome to another | round of | 22 | Glazes look very different | before you fire them | 22 | Guess what colour this will | be after it is fired | 22 | Hint: it will not be gray | 22,182
POST00005882,"Blessing families with | $10,000 for Christmas | (Part 3 of 5) | His reaction is my 'why' | ett | ether. | Btteries | Ba | Us If You Take | DURACELL | Double Check | Live beti | ether. | 13 | Bro.",196
POST00004248,HOT Air Styler | 5IN1 | ENT | TP-5+1 | HOTAir Styler,52
POST00004032,,0
POST00004880,CVMTICHIMIME2IBIKELMICE | nrlot | ziairtr | aolgniicn | EkopguaG | TUOCHIR | MRIN3HTBSTIA | 113 | POV: people on the train | think I'm homelessbut I'm | wearin head to toe | Balenciaga... | merzhoo | zizidr | POV: people on the train | think I'm homeless but I'm | wearin head to toe | Balenciaga... | nrlol | zizifr | POV: peopleron the train | think I'm homeless but I'm | wearin head to toe | Balenciaga... | CVMFICHIMIMG2LBIKEIMICES | nrlou | eidr | rnerlein | TUOOMI | RATIA | POV: people on the train | think I'm homeless but I'm | wearin head to toe | Balenciaga...,572
POST00005347,This is the best | Mac and Cheese | Flour | This Mac and Cheese Was | delicious,79
POST00004422,ASMR! Crunchy Frozen | Grape | ASMR! Crunchy Frozen | Grape,59
POST00004920,but it's always a family favorite | I then made some air fryer | French toast sticks to have in the | freezer,109
POST00004471,GET PLANTS,10
POST00005223,"ULTIMATE MEN'S GIFT GUIDE | blond | HO | SPE | TEM | if you really value | aestheticsand | havedeeppockets | LINSTARNT | TRANSPARENT | hottakebut | everyman's space | ULTIMATE MEN'S GIFT GUIDE | so stickaroundforpt,2 | blond",224
POST00004972,Nendmgktodfmdsinhdm | RAM | Lcobutrckdng | NESCAFE | NESCANESCAFE | NUOCCNUOC CO | CA PH | CA PHE | CA PHE | SUA DA | CAT | NESCAFE. | NHANH | Nen ding keo de md san phim | Lacdeu truoc khi sit dung | NESCAFE | NUOCCOT | CAPHE | NESCAFE. | DUNG | DIEU | NESCAFE. | THUNGAY | VINGON | DUNG DIEU | RAMAT | NESCAFE | NESCAFE | NUOC COT | NUOC COT | CA PHE | CA PHE | CA PHE | CA PHE | SUA DA | DEN DA | 375ml,405
POST00004753,"Frehy | EXPRES | -den- | Suglwiches & Saba | SHREDSICEBERG | Chick-fil-A"" | Sauce | MADEWTH | QUICKEASY | CROWNOF | DINNER | 50 | FLOUR | KERN | -LOSANGELES | SAN BERNAROINO | SANDIEGO | NETWT.250Z | (1 LB, 90z) 7099 | TRA LARGE | RESEALABLE BAG | TOMATO | FRY | BOTH SIDES | UNTIL | GOLDEN",290
POST00005124,OILFRIN,7
POST00005057,Meal-Prep | Mexican | Crockpot | Casserole | ON/OFF | WARM | TEMP | HOURS | Ground turkey | Bell peppers | Fire roasted tomatoes | I can black beans | -l cup corn | I cup quinoa | 2 cans enchilada sauce | 1/2 cup water | 2 TBSP chili powder,240
POST00004723,,0
POST00004314,,0
POST00005640,,0
POST00004994,,0
POST00004122,,0
POST00004747,Washing & Styling | My Wig,26
POST00005171,I was getting bored of my | old LED's | so I replaced them | with this | so I replaced them | with this,103
POST00005960,Eyebrow | tutorial,18
POST00005331,sibling core | sibling core | sibling core,42
POST00004963,,0
POST00004048,"this is what over | 110,000 fans looks like | this is what over | 110,000 fans looks like | this is what over | 110,000 fans looks like | this is what over | 110,000 fans looks like",181
POST00004653,SALE | Christmas Decor | 50%,28
POST00004635,,0
POST00004570,BADDIE FITS FOR THIS | WEEK | BADDIE FITS FOR THIS | WEEK | BADDIE FITS FOR THIS | WEEK | BADDIE FITS FOR THIS | WEEK,117
POST00004341,Three Supplements Every | Woman Needs To Know | About | GIVE | MORE | GIVE | MOP | GIVE | MORE | GIVE | MORE,108
POST00004186,how to make a rose | bouquet from scratch,41
POST00004757,Slowcoorer | Marry Me Chicken | Full recipe | below | Bath time,63
POST00005918,,0
POST00005660,MissJamie Chua | Largest Hermes Collector | MissJamie Chua | Largest Hermes Collector,85
POST00004936,because tonight will | be the night that i | will fall 4 you | because tonight will | be the night that i | will fall 4 you | because tonight will | be the night that i | will fall 4 you | because tonight will | be the night that i | will fall 4 you,249
POST00005676,,0
POST00005012,OREME | BYE NE | SPASCRPTIOAS | Jeenaqin | TAGAN | REAN | CEEDCLEAN | CHARCOAL& | TEA TREE | shop likeaproat | +marshalls+ | MORPHE | SAYNO MORE | HER | BIGAPPLE | IT'S YOU | GOTO | OH HEY BOUQUET | LOVE&LUST | DREAMIT | CLEAN | CLEAN | -RESERVE | Cratedwitheco-conscious and | sustainable ingredients that giveback | CLEAN | RESERYE | ECO-CONSCOUSSSUSTANABLE | GIVING BACK | CLEAN | RESRVE | planetand itsbeuttubutusdti | Polinaton lbuedfiesavtlr | CLEANRESERVEISSOENE | CLEAN | EamDuyoPiutecrOurSpec | tutheimpofarctdipotecfng | Durplannbutafiet | CLEAN | CLEAN | TaveSprayLayeingColeco | EaudeParfum6x17fozCSml | AENRY | 8860-- | S18.00 | MPAREAT | $12.99 | Marshalls.,671
POST00004038,CORE VI | ESOFRUBICON | PCA | BALAM | RaD | ARQUEBUS | SCHNEIDER | CORP | ELCANO | ARMORED CORE VI | FIRES OF RUBICON | On the last AP and second | try,151
POST00004089,Replyto GoldRush's | comment | SOLDRUS | He found $1Million in | GOLD!!! | Replyto GoldRush's | comment | SOLDRUS | He found $1Million in | GOLD!!! | Replyto GoldRush's | comment | SOLDRUS | He found $1 Million in | GOLD!!! | ReplytoGoldRush's | comment | GOLDRUST | He found $1 Million in | GOLD!!!,299
POST00005227,ciderhaul | (fall/winteredition),32
POST00005206,My bf is crazy about these | pjs | My bf is crazy about these | pjs | My bf is crazy about these | Pjs. | My bf is crazy about these | pjs,138
POST00004319,PoV you go Starbucks on | an 80 degree september | day | POV you go Starbucks on | an 80 degree september | day | sorry just had the | pumpkinchai | POV you go Starbucks on | an 80 degree september | day | Grandebowel movement | inacup | POV you go Starbucks on | an 80 degree september | day | wegotanothertastetest | in theparking lot,336
POST00004974,Creating a Hyper realistic | Hairline,37
POST00005458,ENERAT | LIXIR | ROJA | ROJA | 51 | MY MOST | COMPLIMENTED | PERFUMES | TREEA | BALD'AFRICUE | losslopec | Moss | House of Brandt | Genesis | BYREDO | ISELOSYXOS | BALD'AFRIOUE | GENESIS | Moss | EAUDEPARSUN | Discount in my LinkTree | PENHALIGONS | THE | AERIN | FAVOURITE | ROSE | GRASSE | DE | EAUDEPARFUM | ROUGE | DELINA | EXCLUS! | Thameen | Patiala | BYREDO | BAL D'AFRIQU | HAMEEN | 10% off at Twisted Lily in my | LinkTree | PENHALIGONS | THE | AERIN | FAVOURITE | ROSE | RO | EAUDEPARRM | GRASSE | ROUGE | DELINA | BICLUS | Xerjoff Dama Bianca | hpygu | BYREDO | BAL D'AFRIOU | DAMA | 10% off at Twisted Lily in my | LinkTree,635
POST00004925,Hour glass body | 3.Roll Leg Raise (30sec) | 6.PlankHip Twist (30sec),69
POST00004375,DELHI Chiroproctic | Soerts iniury Clinic | !!Woman CAN'T | SIT DOWN | DELHI Chiropractic | Sports injury Clinic | !!Woman CAN'T | SIT DOWN | DELHI Chiropractic | !!Woman CAN'T | SIT DOWN | DELHI Chiropractic | !!Woman CAN'T | SIT DOWN,235
POST00005717,,0
POST00004989,BuitunLing,10
POST00004110,,0
POST00004236,,0
POST00004991,HHICNEEN | Reese,16
POST00004500,POMPYIN | MPIN MEET | N MEET | Oh! What | lovely name!,54
POST00004694,Laundry roommakeover. | Laundry roommakeover. | Laundry roommakeover.,69
POST00005433,,0
POST00004388,71258252 | HEINZ | HEINZ | TOMA | TOHA19,40
POST00005446,HOWTO·PUT·AN | OUTFITTOGETHER | bnold | MOM | AMAI | MAM | AO·YTI32 | MOM | your starting point | AMAI | MAM | bnold | in the casual'look | MOM | AMAI | MAM | I'm telling you | MOM | AMAI | MAM,193
POST00005545,ACCESSORIES | EVERY | KITCHEN | NEEDS | Kitchowal,49
POST00005968,Reminiscing New | England summers | Reminiscing New | England summers | NOPARKIN | Remintscing New | Bngland summers | Reminiscing New | England summers,152
POST00004658,,0
POST00005088,February 2023 | February 2023 | November 2023 | JHOKM3N | November 2023,71
POST00004545,MY MOMMY SAIDYOUR BREATH | STINKS | I'MGUESSING THESE ARE YOUR | FRIENDS | OVDEO2DAYS,85
POST00005585,gpy | Bthlay | agpy | Fappy Buthlay,35
POST00004489,and an egg. can I try it? | are you sure? yeah. You | wanna trytocrack it? | something likethat.and | it's kinda like they're | getting outofthebathto | dry,156
POST00004560,"suicide prevention is a livable | abem | LVES, | hot.gunsi | No Guns | suicide prevention is gun | control",106
POST00004640,APEFRUIT | clean & fresh | O0 perfumes O | ROJA | Gritti | BAL D'AFRIOUE | POETS OF BERLIN | Gritti | AVOURNTE | THE | Ellis Brooklyn myth | BALD'AFRICUR | aljyow | EAUCE PASPUM | Gritti | THE | VOURITE | wood sage and sea salt | JO MALONE | GSEASALY | WOODSASE | COLOSNK | PENHALIGONS | BOUOUET | FAVOURITE | THE | DEKONGRIE | AUDEPARU | DE | CARMINA | Mizensir édition de veronique | 15%off with codeGrace15 | (affiliate) | AIZAISNSUR,436
POST00004839,You Open Your Front Door | And See This. What Do You | Do?,58
POST00005707,ERS | CANTREASON | OFTHE | ENTIRE | PROBLEM,43
POST00004926,SNNERS | EALE VCIAGA | SINIVERS | SALENJIAGA | CJfinallp hear | thi | eupxrit | eupxrir,87
POST00005863,"MOVE IN WITH ME FO MY NEW HOME | 1% | 479 | ENERGYGUIDE | $42,12 | 351- | MOVE IN WITH ME TO MY NEW HOME",104
POST00004668,,0
POST00004795,More unique Halloween | costumesforitgirls | I've given 142 ideas. | Hereare ideas143-146 | Play on words andpuns | editionpt2! | More unique Halloween | costumesfor itgirls | I'vegiven142ideas. | Hereareideas143-146 | Play on words and puns | editionpt2! | MAGIC 8 BALL,270
POST00004663,Silk press season | Silk press season | Silk press season | Silk press season,77
POST00005698,This house in my | neighborhood | This house in my | neighborhood | This house in my | neighborhood | This house in my | neighborhood,133
POST00005313,TikTok | @demerva | TikTok | demerva | TikTok | @demerva | Découvre plus de | créateurs sur TikTok | @demerva | TikTok,118
POST00004104,30DAYSOF | AUTUMN OUTFITS | 4/30 | 30DAYSOF | AUTUMN OUTFITS | 4/30,67
POST00005796,comewith meto | photographtheoregom | coast,43
POST00005225,Florida keys,12
POST00005443,"""Humans can't fly"" mfs | watching me graciously | float away with my multi- | colored propellor hat | LINDSTOG | ""Humans can't fly"" mfs | watching me graciously | float away with my multi- | colored propellor hat | ""Humans can't fly"" mfs | watching me graciously | float away with my multi- | colored propellorhat | ""Humans can't fly"" mfs | watching me graciously | float away with my multi | colored propellor hat",414
POST00004119,HOWTOMAKEA | ++perfect++ | MATCHALATTE | 3 KEY TIPS: | 1.use high quality matcha | MATCHARECIPE: | ice | 1/2cupmilk | 2tspmatcha+50mlwarm | water | optional:1-2tsp sweetener,173
POST00005749,WHOLE | FOODS | MARKET | LUNISOL | SANA | WINTER | BODY WHIP | unrtfinxd | ultimate | gf gift | guide | holistic edition | PaloSanto | ppywa | cozy vibes | Palo Santo | happy wax: | soywaxcandles | fuzzythrowblanket | air purifier | diffuser | gewear | essential oilrollons | yoga/movement | blocks | pbership/activity | yogamat | bolster | soundbowl | all natural | skincare/beauty | LUNISOL | LUNISOL | SANA | WINTER | B0Y | lunisolwellness | @lunisolwellness,461
POST00004740,just redecorated my room | to be all dark green and | thought what if dark green | is what mint green was 5 | years ago | STHE | MOVINGFAST | ASWELL? | FORYOU | just redecorated my room | to be all dark green and | thought what if dark green | is what mint green was 5 | yearsago | just redecorated my room | to be all dark green and | thought what if dark green | is what mint green was 5 | yearsago | just redecorated my room | to be all dark green and | thought what if dark green | is what mint green was 5 | years ago,522
POST00004211,Hip Hop 50 is cool but I'm | here for LL Cool J's | backup dancer Taylor | Swift | Hip Hop 50 is cool byt I'm | here for LL Cbol J's | backup dancer Taylor | Swift | here for LLCool J's | backupdancerTaylor | Swift | Hip Hop 50 is cool but I'm | here for LL Cool J's | backup dancer Taylor | Swift,297
POST00004882,easy styling hack | for sweaters | adding the layering | underneath | and hereit iswiththe T- | shirt | youmaywannafillthe | spacewithsomejewelry | soitjustdoesntlooktoo | plain,177
POST00004468,Swwweay | 'VIRGO | VIRGO,24
POST00004897,B1G : | CEPRATEA,16
POST00005521,,0
POST00004869,Iml Lip Filler | Day1 | 1ml Lip Filler | Day3 | 1ml Lip Filler | Day5 | 1ml Lip Filler | Day5,93
POST00004843,TIKTok | @dmartin1109 | TikTok | @dmartin1109 | TikTok | @dmartin1109 | TikTok | @dmartin1109,93
POST00005120,"Nail Art para principiantes | CursoOnlinedeManicura | Profesional | Nail Art para principiantes | Curso OnlinedeManicura | Profesional | Nail Art para principiantes | Certificatecomomanicurista | profesional | Siguiendo | Seguidores | Megusta | Anadir amigos | Editarperfil | Iniciatucarrerademanicurista | desdeoysinexperiencia | Inscribeteahora | ?https://bit.ly/siendobellas | Ordenarvideosenlistasdereproduccion> | asitufrancesa | rofesionat | Anclado | [Anclado | Anclado | Cipiantes | alzada | Francespara | Nail Artpara | principiantes | principiantes | Conuiertete en una | ManicuristaProfesional | 1.0M | D3.2M | D6.9M | Profesionar | alzada | perfeccionartupulso | Estudiaconnosotras! | Frances+Flor | Disenopractico | Inscribete ahora en el link | disponitles conel75% de | demiperfi, cupos | Obtan tu Certificado | e en ci link de mi | descuento00 | D14.TKo | 5243Derie | D2656 | oOntinedeManicura",909
POST00005559,"""yeah"" ""why"" | ""yeah""""why"" | ""yeah"" ""why"" | ""yeah""""why""",55
POST00004278,Styling this glueless wig | from amazon | OMAT2,47
POST00004966,,0
POST00004700,Easy skeleton makeup using | floss sticks! | MIERTE | Reply to Jean River13's | comment | howaboutskeleton | makeup | Easy skeleton makeup using | flosssticks! | MABRITHE | Easy skeleton makeup using | flosssticks! | Easy skeleton makeup using | flosssticks!,258
POST00004064,Eyeball Jello Shots | then add 3/4 cup of cream of | coconut | warm your reserve liquid | gently in a pot until just | melted,125
POST00004456,~Unique furniture | for your house | 1/ | ~Unique furniture | for your house | 1/ | Isobel | Bookshelf | Isobel | Bookshelf,123
POST00005085,"imagine,change, | COH | change | in | Coach Sirianni brought | his daughter to his post-game | pressconference | 田田 | NFL | NFLN | ange. | imagine.change. | RICOH | RICOH | imagine.change | imagine.change | lange. | NFL | NFLN | ange. | imagine.change. | RICOH | RICOH | imagine.change | imagine.change | ange. | Hincol | Pleld | NFLN | RICO | imagine. | nge. | 9.change. | RICOI | RICOH | imagine.char | imagine.change | nge. | Lincoln | NFLN | RICO | imagine.cha | chang",472
POST00004130,,0
POST00004847,La novia mas natural,20
POST00004856,Fotos de calabaza | Resultadosen insta,38
POST00004669,and you'll find some great | options with even better | prices | the other one was less | than20bucks | Discoverm,113
POST00004916,Craft night/friend | date idea | Why buy keychains when | you and your friends can | make your own? | and some Perler beads | you take it over to the iron | JECT | be sure to follow me for | more cheap and fun craft | ideas | PRINTED INNORTH KOREA,247
POST00004172,"2000 years ago, the Chinese | learned to make brushes to | write with. Do you know | how they were made?",104
POST00004982,ILLINOISHOMETOWN: | TOM'SFARM | ILLINOISHOMETOWN: | TOM'SFARM | ILLINOIS.HOMETOWN: | TOM'SFARM咖 | ILLINOISHOMETOWN: | TOMSFARMOO,128
POST00004071,,0
POST00004790,Girls deciding what to be | for Halloween: | Girls deciding what to be | for Halloween: | that'll be really cute | Girls deciding what to be | forHalloween: | so I told them I'll be | Scooby | Girls deciding what be | for Halloween:,232
POST00005818,"Start ""glazing yourself"" | Start ""glazing yourself"" | Start ""glazing yourself""",78
POST00004543,,0
POST00004008,School shein haul | safe. | 258 | safe.,39
POST00005100,,0
POST00005975,When you look at her and | finally feel nothing | When you look at her and | finally feel nothing | When you look at her and | finally feel nothing | When you look at her and | finally feel nothing,197
POST00004057,Anotheryear onthe | Parkway for Labor Day | Another yearon the | Parkway for Labor Day | 347:645-5991 | Anotheryearonthe | Parkway for Labor Day | Another year on the | Parkway for Labor Day,190
POST00005794,,0
POST00005196,,0
POST00004480,013,3
POST00004184,,0
POST00004622,,0
POST00004752,,0
POST00004404,,0
POST00005140,A message forevery woman | on your fitnessjourney... | ROGUE | 0000-0 | think about gaining longevity and | qualityof life | SSAULTFI | because it's | 08 | S8,158
POST00005672,How much imake in a | dayasa Teen beginner | nailtech | 28$- | $8tip | Todaystotal.. | $318 | followformorevideos | lihethis!!,126
POST00005004,kati3eclits | kati3eclits,25
POST00004517,Let's build our Home | Depot Witch | 281007133202 | Let's build our Home | Depot Witch,86
POST00005702,"Outfit not Outfitting? | 4 simple tips | foreveryday styling | 2. Layering | Add an undershirt, a | jacket or coat.. a scarf.. | tights, leg warmers. Etc",153
POST00005068,Pov: Lo Joli slllltgD | Structuiral details: | epladh hevalliys | miy hom ibe | 3:Vey ripid se very eoemm | wide | eomparedt0 | wery | (Closed | width and thio l | strap | terior | Pov: LoJolit slllto | aytonth | otea that | wide | ery | strap | Anter | Horseshoo): | Pov: Lo Jlit slls | wide. | (Closed) | strap | rigid | when | and | ferred | that | theform | shoe: | Pov: LoJoli slelsg | andthin05 | (Closed | tha | both | staps | Horashoel:,444
POST00005523,Donuts | Donuts | Donuts,24
POST00004336,we'regonna pourher | through a fine mesh strainer | into a bowl | instead of some in the first | and some inthesecond,117
POST00004554,,0
POST00004985,Ae | after effects | STARFACE | HYDRO-STAR | PIMPLEPATCHES | starface pimple patches | thanks for watching and | happy holidays to all <3,137
